pyjamas,пижама
cricket,крикет (спорт.)
beetroot,красная свекла
badger,"барсук, травить"
bench,скамейка
flea,блоха
doll,кукла
rattle,"трещать, греметь, грохотать; треск, грохот, погремушка, трещотка"
cradle,"колыбель, убаюкивать"
infant,младенец
mason,каменщик
foreman,"мастер, старший рабочий, техник, прораб"
nostril,ноздря
calf,"слоненок, теленок, молодой кит"
people,люди
sadness,печаль
joy,радость
happiness,счастье
feeling,"чувство, чувствующий (от feel)"
love,"любовь, любить"
hate,ненавидеть
indifference,безразличие
surprise,"удивление, удивлять"
anger,"гнев, злость"
fright,испуг
laughter,"смех, хохот"
black,черный
sympathy,"симпатия, сострадание"
fear,"страх, опасение, бояться, опасаться"
tenderness,нежность (!NEW!)
blue,синий
brown,коричневый
gold,"золото, золотой"
green,зеленый
grey,серый
pink,розовый
purple,"лиловый, малиновый"
red,красный
silver,"серебро, серебряный"
white,белый
yellow,желтый
lid,крышка
towel,полотенце
refrigerator,холодильник
cabinet,кабинет (не parlour)
stove,"печь, плита"
oven,печь
faucet,"водопроводный кран, вентиль"
pigeon,голубь
crow,ворона
beak,клюв
eagle,орел
owl,сова
feather,"предмет гордости, достижение"
robin,малиновка
sparrow,воробей
ostrich,страус
egg,яйцо
parrot,попугай
peacock,павлин
Turkey,индейка
chicken,"цыпленок, кура"
duck,утка
goose,гусь
swan,лебедь
stork,аист
nest,гнездо
swallow,"глотать, проглатывать"
crane,"журавль, подъемный кран"
sky,небо
sea,"море, океан"
cliff,"утес, скала"
beach,пляж
crab,краб
island,остров
lighthouse,маяк
pebble,"галька, горный хрусталь"
sand,песок
seaweed,морская водоросль (TR!)
shell,"раковина, скорлупа"
wave,волна
motel,"мотель, гостиница"
lifeboat,спасательная лодка
pail,ведро
swimmer,пловец
tube,труба (не pipe)
mask,маска
TV,"телевизор, телевидение"
speaker,оратор
record,"запись, пластинка, отчет, рекорд"
headphones,наушники
radio,радио
microphone,микрофон
gardening,садоводство
reading,чтение
singing,пение (TR!)
ceiling,потолок
wall,стена
painting,живопись
vase,ваза
fireplace,камин (TR!)
staircase,лестница
step,"шаг, шагать (step)"
desk,письменный стол
carpet,"ковер, устилать"
chair,стул
bookcase,книжный шкаф
curtain,"занавеска, занавес"
cushion,подушка
sofa,диван
lamp,лампа
window,"окно, оконный"
plant,"завод, растение, сажать, внедрять, посадить"
photograph,"фотография, фотографировать"
stocking,чулок
slip,"скольжение, скользить"
brain,мозг
throat,горло
heart,сердце
liver,печень
stomach,"живот, желудок"
muscle,мышца
bone,кость
kidney,почка (анатом.)
vein,"вена, жила, жилка"
willow,ива
birch,"береза, розга"
oak,дуб
branch,"ветвь, отрасль"
acorn,желудь
pine,сосна
cone,"конус, шишка (еловая)"
trunk,"ствол, туловище"
bark,кора дерева
root,корень
leaf,лист
twig,"веточка, прутик"
beech,бук
ash,ясень
chestnut,каштан
walnut,грецкий орех
mountain,гора
hill,"холм, гора"
river,река
village,деревня
bridge,мост
orchard,фруктовый сад
pond,пруд (не pool)
stable,конюшня
hay,сено
field,поле
fence,забор
barn,амбар
tent,палатка
blocks,кварталы (от block)
puzzle,"приводить в затруднение, загадка"
shovel,лопата
clay,"глина, земля"
nightingale,соловей
violet,фиолетовый (не purple)
consciousness,"сознание, сознательность"
abstract,"отвлеченный, абстрактный"
dramatic,драматический
grand,величественный
resident,постоянный житель
prop,"подпорка, опора, подпирать"
odd,странный
recommend,рекомендовать
comb,"гребенка, расчесывать, расчесать"
brush,"щетка, чистить щеткой"
razor,бритва
scissors,ножницы
powder,пудра
perfume,духи
pike,щука (не lung)
fry,(за)жарить
smelt,плавить
salmon,лосось
trout,форель
oyster,устрица
fin,плавник
scale,масштаб
net,сеть
bait,приманка
float,"плавать, поплавок"
prey,жертва
glove,перчатка
hat,шляпа
skirt,юбка
trousers,брюки
uniform,"форма, форменная одежда"
necklace,ожерелье
belt,"пояс, ремень"
button,"кнопка, пуговица"
glasses,очки
pocket,карман
umbrella,зонт
purse,кошелек
criminal,"преступник, уголовный"
break,ломать
timid,"робкий, застенчивый"
bomb,"бомба, бомбить"
submarine,подводная лодка
tank,"танк, резервуар"
cannon,"пушка, орудие"
navy,военный флот
sailor,матрос
army,армия
soldier,солдат
marine,"морской флот, морской"
rifle,"ружье, винтовка"
trigger,курок
barrel,баррель
bullet,пуля
fish,рыба
kitten,котенок
tortoise,черепаха
blow,дуть
clap,"хлопать, аплодировать; удар, хлопок"
laugh,"смех, смеяться"
open,открывать
point,"точка, пункт, суть дела, указывать, показывать"
touch,"соприкосновение, контакт"
walk,"гулять, ходить пешком (не hike)"
close,закрывать(ся)
cough,кашель
crawl,ползать (не creep)
cry,"кричать, восклицать"
dance,танцевать
jump,прыгать
hop,хмель (бот.)
fall,падать
drop,"капля, падать, ронять"
draw,рисовать
read,читать
run,"бегать, двигаться, бег, движение, направление"
scratch,царапать
scream,"вскрикнуть, зареветь, визг, вопль (не shriek)"
smile,"улыбаться, улыбка"
sing,"пение, петь"
shout,"кричать, крик"
shake,"пожать (руки), дрожать, трясти"
whisper,"шепот, шептать"
whistle,"свист, свистеть"
write,"писать, записывать"
soap,мыло
bug,"клоп, насекомое, жук (амер.)"
herring,сельдь
oil,масло
engine,"двигатель, мотор, машина"
wheel,колесо
tyre,шина
boot,"ботинок, сапог"
bonnet,"капор, дамская шляпа"
restrain,сдерживать
piano,пианино
harp,арфа
bow,"кланяться, сгибаться"
string,"вереница, ряд, струна, связывать"
drum,барабан
trumpet,труба
organ,орган
universe,"мир, вселенная"
substance,вещество
Science,"наука, умение"
precision,точность
stem,стержень
lily,лилия
daisy,маргаритка
bulb,"луковица, электрическая лампочка"
rose,роза
bud,"почка, бутон, давать почки, пускать ростки"
thorn,"шип, колючка (не prick)"
sunflower,подсолнух
jumper,джемпер
bed,постель
pillow,подушка
sheet,"простыня, лист, пласт"
blanket,одеяло
mirror,зеркало
mattress,матрац
closet,чулан
diver,водолаз
engineer,инженер
cook,"готовить, повар"
trainer,тренер
conductor,кондуктор
surgeon,хирург
building,здание
store,"магазин, имущество, запасать, снабжать"
bend,"гнуться, изгибаться"
clamp,"складывать, скреплять (не brace)"
wood,"лес, древесина, дрова"
outlet,"выход, выходное отверстие"
saw,"видел, смотрел (от see)"
brace,"связывать, скреплять (не clamp)"
mallet,деревянный молоток
hammer,молоток
hook,крючок
hatchet,топор(ик)
chisel,"резец, ваять, высекать"
level,уровень
bolt,молния
screw,"привинчивать, завинчивать, принуждать, винт"
nut,орех
fee,"гонорар, платить гонорар"
salary,оклад
duration,продолжительность
responsibility,ответственность
bathroom,ванная комната
toilet,туалет
kitchen,кухня
bookshelf,книжная полка
dish,блюдо
law,"закон, право"
bat,бить
pony,пони
horse,лошадь
foal,жеребенок
lamb,"ягненок, баранина"
hog,"свинья, боров"
bull,бык
reed,"тростник, камыш (не cane)"
target,задание
lobster,омар
starling,скворец
cuckoo,кукушка
finger,палец
gum,"смола, клей; склеивать(ся) (не tar)"
thumb,большой палец (руки)
index,"индекс, указатель, показатель"
notebook,тетрадь
pencil,карандаш
ruler,"линейка, правитель"
bell,звонок
chalk,мел
compass,"объем, диапазон; компас; циркуль"
glue,"клей; клеить, приклеивать"
paper,"бумага, газета"
complicated,сложный
flu,грипп
stroke,"удар, гладить"
tall,"невероятный, высокий"
short,"короткий, слабый, внезапно"
slim,стройный
thin,"тонкий, худощавый"
fat,жирный
bold,смелый (не dare)
moustache,усы
handsome,красивый
swift,быстрый (не speed)
fracture,"перелом, излом; ломать"
cold,"холод, холодный"
sneeze,"чихать, чиханье"
toes,пальцы ноги(носки) (TR!)
stuff,"вещество, материал, заполнять, набивать"
learned,ученый
box,"ящик, коробка, ложа (театр.)"
fine,"прекрасно, прекрасный"
action,"действие, поступок"
tire,"уставать, надоесть"
bamboo,бамбук
mulberry,тутовое дерево (TR!)
acacia,акация
edible,съедобный
poisonous,ядовитый
home,дом
bald,"лысый, оголенный"
blame,"считать виноватым, вина, упрек, порицание"
attitude,"позиция, отношение, поза"
particular,особый
origin,происхождение
sustain,поддерживать
expectation,ожидание
ticket,билет
porter,носильщик
suitcase,чемодан
baggage,багаж
cabin,каюта
update,модернизация (TR!)
updated,обновленный (TR!)
warehouse,"склад, пакгауз"
check,"проверять, регистрировать"
remain,оставаться
China,фарфор
pitcher,подающий
table,"стол, таблица, расписание"
napkin,"салфетка, пеленка"
saucer,блюдце
ring,"кольцо, звон, звонок, звенеть, звонить"
chain,цепь
pin,"булавка, значок, прикалывать"
watch,"часы, cмотреть, наблюдать"
wallet,бумажник
handbag,дамская сумочка
test,"анализ, проверка, испытывать"
dump,разгружать
strange,странный
foreign,иностранный
huge,огромный (не bulk)
build,строить
whale,кит
walrus,морж
seal,"печать, запечатывать"
running,"пробег, бегущий"
walking,гуляющий
tennis,теннис
wrestle,бороться
boxing,бокс
football,футбол
swimming,плавание
hen,курица
kid,"ребенок (разг.), обманывать (сленг.)"
secretary,секретарь
manager,управляющий
envelope,конверт
employee,"служащий, работник"
employer,наниматель
typewriter,пишущая машинка
cherry,вишня
banana,банан
bean,боб
sprout,"пускать ростки; отросток, побег"
corn,кукуруза
after,после
again,снова
all,"все, весь"
also,"тоже, также"
always,всегда
and,и
angrily,сердито (!NEW!)
angry,сердитый
animal,животное
another,"еще один, другой"
ask,"просить, спрашивать"
at,"в, у"
consider,считать
crowd,"толпа, толпиться"
care,"заботиться, переживать"
guess,"отгадывать, догадка"
glance,"взглянуть, мелькнуть"
rise,"подниматься, восходить, подъем, повышение"
pick,"собирать, подбирать, выбирать"
happen,"случаться, происходить"
handy,"удобный; ловкий, искусный"
occupation,занятие
respect,"уважение, уважать"
faith,вера
recognize,"узнавать, узнать"
coral,коралл (TR!)
a,неопределенный артикль
shark,акула
abandon,"отказываться, покидать, прекращать"
ability,способность (-y не от слова capable)
able,способный (-e)
shrimp,креветка
aboard,"на корабле, на борту, в вагоне"
about,о
above,"над, выше, наверху"
abruptly,"внезапно, резко, грубо"
absolutely,"абсолютно, совершенно"
accent,"подчеркивать, произносить"
accept,принимать
access,"доступ, подход, доступность"
accident,несчастный случай
accompany,сопровождать
according,согласно
account,"счет, оценка, причина"
across,через
act,"акт, дело, действовать"
activity,"деятельность, активность"
actually,"фактически, в настоящее время"
add,"добавлять, прибавлять"
address,"адрес, обращение"
adjust,"регулировать, приспосабливать"
admiral,адмирал
admire,восхищаться
admit,допускать
advance,"продвижение вперед, продвигать"
advantage,"преимущество, выгода"
advice,cовет
affair,"дело, занятие"
afford,позволить себе
afraid,испуганный
afternoon,время после полудня
against,против
age,"век, возраст"
agency,агентство
agent,"деятель, исполнитель"
agree,соглашаться
agreement,"согласие, соглашение"
ahead,вперед
aid,помощь
aim,"целиться, цель"
air,"воздушный, авиационный, проветривать"
airport,аэропорт
alarm,"тревога, (вс)тревожить (alarm)"
alert,"бдительный, проворный"
alive,живой
alley,"аллея, переулок"
allow,"разрешать, разрешить"
almost,"почти, едва не"
alone,"один, одинокий"
along,вдоль
alongside,рядом
already,уже
although,хотя
am,(я) есть (от be)
wrinkle,"морщина, морщить(ся)"
fist,кулак
heel,"пятка, каблук"
interest,"интересовать, заинтересовывать"
draft,"чертеж, проект"
maker,производитель
bearer,"носитель, податель, предъявитель"
mortgage,"заклад, залог"
transfer,"передача, переносить"
loan,"заём, ссуда"
cover,"покрывало, крышка"
galaxy,галактика (TR!)
star,звезда
constellation,созвездие
sun,солнце
moon,луна
planet,планета
mercury,ртуть
Venus,венера (TR!)
earth,земля
dragon,дракон ((!NEW!))
fairy,волшебный
ghost,"привидение, дух"
giant,"гигант, гигантский"
king,король
monster,чудовище
pirate,пират
prince,принц
princess,принцесса (TR!)
queen,королева
skeleton,"скелет, остов"
wizard,"колдун, специалист своего дела (!NEW!)"
curve,"изгиб, гнуть"
square,"площадь, квадратный"
circle,"амфитеатр, круг"
diameter,диаметр
arc,дуга (мат.)
circumference,окружность
apex,"верхушка, вершина (не peak)"
pyramid,пирамида
depth,глубина
height,высота
width,ширина
length,длина
broom,"метла, мести"
iron,"железо, утюг"
mop,"швабра, подтирать"
bleach,белить (ткань)
ammonia,аммиак
wax,"воск, восковой"
cream,"сливки, крем"
vote,"голос (на выборах), голосование, голосовать"
plot,заговор
obviously,очевидно
repel,"отталкивать, внушать отвращение"
sufficient,достаточный
failure,неудача
occur,случаться
resemble,походить
beans,фасоль
date,дата
happy,счастливый
feelings,страсти (от feeling)
event,событие
unhappy,"несчастный, неудачный (unhappy)"
violence,"сила, неистовство, насилие"
died,"умер, умерший (от die)"
hungry,голодный (не от слова starve)
melancholy,меланхолия (TR!)
sad,печальный
sorrowful,"печальный, скорбный"
unfortunate,"несчастный человек, горемыка"
rear,задняя часть
themselves,"себя, себе"
gesture,жест
expression,"выразительность, выражение"
roar,"реветь, орать, хохотать"
pop,"поп, популярный"
however,однако
dozen,дюжина
crew,"судовая команда, экипаж"
present,"настоящее время, подарок, настоящий, присутствующий"
doubt,"сомнение, сомневаться"
settle,"поселять, устраивать, оплачивать"
grip,схватывание
completely,"совершенно, полностью"
nearly,"почти, приблизительно (не almost)"
pair,пара
gather,собираться
sweat,"пот, потеть"
statue,"статуя, памятник"
fountain,"источник, фонтан"
bars,бруски(бары) (TR!)
slide,скользить
bush,куст
tree,дерево (tree)
grass,трава
buffalo,буйвол
hedgehog,еж
barge,баржа
boat,"лодка, пароход"
canoe,"челн, байдарка"
caravan,фургон
ferry,перевоз
yacht,яхта
ship,"корабль, пароход, грузить, перевозить"
drain,вытекание
stopper,"пробка, затычка"
tile,"черепица, кафель"
shower,"душ, ливень"
thread,нитка
material,материал
seam,шов
hem,"рубец, кромка, кайма; подшивать, подрубать"
snap,щелкать (snap)
needle,игла
thimble,"наперсток, наконечник"
embroidery,вышивка
speedometer,спидометр
horn,"рог, забодать"
ignition,"зажигание, воспламенение"
vent,"выпускать, испускать"
mat,коврик (не rug)
clutch,захват (не snatch)
brake,тормоз
jack,домкрат
hood,"капюшон, капор, колпак, крышка (тех.)"
headlight,"фара (автомобиля), огни (паровоза)"
radiator,радиатор
battery,аккумулятор
windfall,неожиданная удача
smash,"бить, разбивать"
violently,неистово
withdraw,"брать назад, забирать"
builder,строитель
ladder,лестница (не stairs)
rung,"ступенька, спица колеса"
cement,"цемент, основа"
foundation,основание
brick,кирпич
board,"садиться на пароход, самолет; доска"
wheelbarrow,тачка
detective,детектив(ный)
suspect,подозревать
gun,"ружье, пушка"
judge,судья
witness,свидетель
jury,"присяжные, жюри"
petrol,бензин
gasoline,"газолин, бензин (амер.)"
aerial,"воздушный, антенна"
attachment,"привязанность, прикрепление"
vanity,тщеславие
incomprehensible,"непонятный, непостижимый"
apron,фартук
hockey,хоккей
fencing,ограждение
flora,флора (TR!)
cell,"камера, ячейка"
evolution,развитие (TR!)
creation,создание (похоже на creature)
family,семья
species,порода
oxygen,кислород
grammar,грамматика
spell,писать или произносить (слово) по буквам
spelling,"орфография, правописание"
article,"статья, предмет, изделие"
word,"слово, обещание"
sentence,предложение
phrase,фраза
syllable,слог
subject,"предмет, содержание, подчинять"
predicate,сказуемое (грам.)
object,"возражать, предмет"
case,"случай, состояние"
tense,время (грам.)
mood,настроение
voice,голос
dialect,диалект (TR!)
rule,"правило, принцип, норма, управлять, решать"
exception,исключение
temperature,температура
headache,головная боль
rash,"стремительный, поспешный, опрометчивый; сыпь"
pain,"боль, страдание"
sick,больной
hurt,"рана, болеть, причинить боль, повредить"
unconscious,бессознательный
sore,"больной, воспаленный (не sick)"
faint,слабый
dizzy,головокружительный
twist,"вить(ся), крутить, скручивать"
burn,"гореть, жечь, сжигать"
bruise,"ушибать, синяк, ушиб"
medicine,"медицина, лекарство"
stitch,"стежок, петля (в вязании), шить"
drug,"лекарство, наркотик"
wound,рана
bandage,"бинт, повязка, перевязывать, бинтовать"
wife,жена
husband,муж
mother,мама
father,папа
daughter,дочь
son,сын
sister,сестра
brother,брат
baby,ребенок
grandmother,бабушка
grandfather,дедушка
grandson,внук
aunt,тетя
uncle,дядя
niece,племянница
nephew,племянник
cousin,двоюродный брат
stationery,писчебумажные принадлежности
folder,"папка (для дел), брошюра (амер.)"
strawberry,земляника
raspberry,малина
shift,"смена, перемещать"
tiring,утомительный
tough,жесткий
labour,"труд, трудиться"
capital,столица
stock,"запас, снабжать (не spare, hoard)"
handle,"обращаться с, управлять (не manage)"
lean,"прислоняться, наклоняться, наклон"
threaten,"грозить, угрожать"
opportunity,возможность
announce,объявлять
sure,"уверенный, убедиться, безусловно"
pressure,давление
pleasure,удовольствие
surely,несомненно
assure,"уверять, обеспечивать"
measure,мера
treasure,сокровище
deliver,"доставлять, передавать"
entirely,"совершенно, полностью, исключительно"
rapidly,быстро
hesitate,колебаться
bit,"кусочек, немного"
trolley,тележка
cab,"наемный экипаж, извозчик, такси"
steep,крутой (не sharp)
cram,"запихивать, пичкать, учить наспех, натаскивать (к экзаменам) ( не poke)"
chemist,"химик, аптекарь"
seller,торговец (не trader)
complaint,жалоба
bargain,сделка
resign,уходить в отставку
participate,участвовать
disadvantage,неудобство
lumber,лесоматериалы
crop,урожай
troops,войска
brand,"головня, клеймо, фабричная марка, сорт, клеймить"
advise,советовать
anticipate,предвидеть
appreciate,оценивать
avoid,"избегать, избежать"
complete,"полный, законченный"
delay,отсрочка
deny,"отрицать, отвергать"
discuss,обсуждать
dislike,"нелюбовь, неприязнь; не любить"
beat,"ударить, бить"
bet,"держать пари, пари"
absorb,"поглощать, всасывать, впитывать"
toast,"тост (жар. хлеб), сушить"
swig,потягивать вино
enjoy,"любить, получать удовольствие"
excuse,извинять
fancy,"воображать, представлять себе"
finish,"кончать(ся), заканчивать(ся), конец, финиш"
forget,забыть
imagine,"думать, воображать"
involve,"втягивать, вовлекать"
mind,"память, мнение, помнить, возражать"
miss,"промах, промахнуться, пропустить, скучать"
postpone,отсрочивать
practise,заниматься
quit,прекращать
recall,"припомнить, отозвать"
recollect,припоминать
regret,жалеть
remember,помнить
resent,"обижаться, возмущаться"
resist,сопротивляться
risk,"риск, рисковать"
harsh,"грубый, резкий (не sharp)"
feeble,"слабый, бледный"
juvenile,"юноша, подросток"
misery,"страдания, нищета"
destitute,сильно нуждающийся
endless,бесконечный
parents,родители (от parent)
relative,родственник
trick,"хитрость, обман, обманывать"
fake,подделка (!NEW!)
anxious,беспокойный
hover,"парить, вертеться"
pitch,"бросок, уровень, сооружать"
circuit,"кругооборот, окружность"
score,"счет, отметка, выигрывать"
selfish,эгоистичный
jealous,ревнивый
affectionate,"любящий, нежный"
charming,"очаровательный, прелестный"
independent,независимый
reliable,надежный
sensible,разумный
sensitive,чувствительный
sociable,общительный
mean,означать
insecure,"ненадежный, небезопасный (insecure)"
lazy,ленивый
shy,"застенчивый, робкий"
patient,"пациент, терпеливый"
responsible,ответственный
tidy,"чистый, аккуратный, убирать, приводить в порядок"
mentally,умственно
weird,"судьба, рок, таинственный, странный"
turn,"поворачивать, вращать, оборот, поворот, очередь"
FALSE,ложный
TRUE,"правильный, верный"
figure,фигура
soul,"душа, воплощение"
fight,"бороться, бой"
strict,точный
stuffy,душный
meat,"мясо, мясной"
ham,ветчина
pork,свинина
beef,говядина
sausage,"колбаса, сосиска"
milk,молоко
cheese,сыр
bread,хлеб
butter,масло
sugar,сахар
pie,пирог
salt,"соль, соленый, солить"
soup,суп
millet,"просо, пшено"
sandwich,бутерброд
regarding,относительно
gain,прибыль
essential,"обязательный, существенный, важный"
deceptive,обманчивый
flood,наводнение
grasp,"понять, схватить"
aware,сознающий
stop,"остановка, перестать, остановиться"
suggest,"предлагать, советовать"
tolerate,терпеть
understand,"понимать, подразумевать"
riddle,загадка (не enigma)
accuse,обвинять
congratulate,поздравлять
prevent,"предотвращать, препятствовать"
thank,благодарить
forgive,прощать
warn,предупреждать
growth,рост
impact,удар (не stroke)
ample,"обширный, просторный"
fair,"любезно, хорошо, справедливый"
offensive,наступление
appalling,"ужасный, плачевный"
dwarf,"карлик, гном (миф.) (не gnome)"
elf,Эльф (TR!)
dormitory,спальня
shelter,"приют, убежище"
business,"дело, бизнес, деловой"
rug,ковер
floor,"пол, этаж; одолеть, смутить"
court,"корт, двор"
thief,вор
arson,поджог
approach,"приближаться, подступ"
vaguely,неопределенно (TR!)
refuge,убежище
violent,яростный
accommodation,"удобство, согласование"
row,грести
seat,"место, сиденье, сажать, усаживать"
married,"женатый, замужняя"
single,"один, одинокий"
habits,привычки (TR!)
long,"длинный, долгий, долго"
heavy,тяжелый
early,рано
late,поздно
slow,"медленный, замедлять"
fast,"спешащий, сильно, быстро (fast)"
safe,"сейф, безопасный, надежный"
dangerous,опасный
big,большой
small,"маленький, тонкий, скромный"
hot,горячий
narrow,узкий
wide,широкий
alas,увы (TR!)
Ginny,гинни (TR!)
Hedwig,Хедвиг (TR!)
shape,форма
expressive,выразительный
skinny,"худой, тощий, кожа да кости (!NEW!)"
plump,"пухлый, полный (не swell)"
bust,бюст
acquisition,приобретение
rare,"редкий, недожаренный"
assistant,помощник
current,"течение, ток"
purchase,"покупка, покупать"
subscription,подписка
lend,дать в долг
permanently,постоянно
deliberately,"сознательно, обдуманно ((!NEW!))"
privacy,уединенность
host,хозяин
impatient,нетерпеливый
numb,"онемелый, оцепенелый (не dumb, )"
offence,обида
ban,запрещать
old,старый
new,новый
lovely,"прекрасный, восхитительный"
interesting,интересный
bad,плохой
expensive,дорогой
cheap,дешевый
great,великий
difficult,трудный
easy,"легкий, простой"
boring,скучный
simple,"простой, однозначный"
friendly,"дружеский, дружелюбный"
various,"различный, разный"
limited,ограниченный
modern,современный
each,каждый
terrible,"ужасный, страшный"
wet,мокрый
comfortable,удобный
steel,сталь
thereby,таким образом
consequences,последствия (TR!)
hasty,"поспешный, необдуманный"
debt,долг
socket,"патрон (эл. лампочки), глазная впадина"
cinema,кино
innocent,"наивный, невинный"
bloom,цветение
lack,недостаток
order,"порядок, приказ, заказ, заказывать, приказывать"
tips,наконечники(чаевые) (TR!)
careless,беззаботный
flee,бежать
puddle,"лужица, смущать, барахтаться в воде"
futile,"бесполезный, тщетный, пустой (о человеке)"
weep,плакать
distress,"горе, нужда; огорчать, расстраивать"
pressing,"срочный, настойчивый"
gooseberry,крыжовник
novel,роман
textbook,учебник
handbook,"справочник, руководство (не guidance)"
appendix,"приложение, аппендикс (анат.)"
supplement,добавление
chapter,глава (книги)
introduction,введение
evaluation,оценка (не estimation)
parent,"родитель, родственник"
prisoner,заключенный
victim,жертва
untidy,неаккуратный
disgrace,"позор, немилость"
tournament,турнир
competition,соревнование
lap,подол
jet,"струя (воды, пара, газа)"
diamond,"алмаз, бриллиант"
ruby,рубиновый
amber,"янтарь, янтарный"
pearl,"жемчуг, жемчужный"
gem,драгоценный камень
prefer,предпочитать
abide,"ждать, терпеть"
desire,желание
concede,"уступать, допускать"
request,просьба
demand,требовать
regard,"взгляд, внимание, смотреть, считать"
effort,"усилие, напряжение"
generous,великодушный
area,"площадь, район"
repeat,"твердить, говорить наизусть"
tackle,хватать
install,"водворять, устраивать, устанавливать"
resume,"итог, сводка, возобновлять, подводить итог"
produce,производить
explain,объяснять
both,оба
recent,недавний
input,вход (TR!)
owe,быть должным
appear,появляться
trouble,"неприятность, беда, беспокоить(ся), волноваться"
hour,час
sign,"подписывать(ся), знак, вывеска"
spot,пятно
luxury,роскошь
coincidence,совпадение
